pcd,pcd2,pcds,dointr,doterm,oscty,oslaua,osward,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,hro,ctry,gor,streg,pcon,eer,teclec,ttwa,pct,nuts,psed,cened,edind,oshaprev,lea,oldha,wardc91,wardo91,ward98,statsward,oa01,casward,park,lsoa01,msoa01,ur01ind,oac01,oldpct,oa11,lsoa11,msoa11,parish,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd
"B19 2SX","B19  2SX","B19 2SX","198001","","E99999999","E08000025","E05001195","0","406239","0289444","1","E18000005","E19000001","E92000001","E12000005","7","E14000566","E15000005","E24000041","E30000169","E16000073","E05001195","06CNFB25","CNFB25","1","Q27","330","QD9","07CNFB","06CNFB","00CNFB","00CNHL","E00045241","00CNFB","E99999999","E01008905","E02001866","5","7A1","5MX","E00045241","E01008905","E02001866","E43000250","E33020133","E38000144","E34005001","E35001166","A1","4B2",52.502861,-1.909518,"E37000012","","E23000014",1087
"B2  2JT","B2   2JT","B2 2JT","201509","","E99999999","E08000025","E05001179","1","407279","0288677","1","E18000005","E19000001","E92000001","E12000005","7","E14000564","E15000005","E24000041","E30000169","E16000073","E05001179","06CNFB42","CNFB42","1","Q27","330","QD9","07CNFB","06CNFB","00CNFB","00CNGT","E00045170","00CNFB","E99999999","E01008910","E02001876","5","7A2","5MX","E00045170","E01008910","E02001876","E43000250","E33018114","E38000144","E34005001","E35001166","A1","4B1",52.495953,-1.894214,"E37000012","","E23000014",668
"B2  5LF","B2   5LF","B2 5LF","198001","199906","E99999999","E08000025","E05001193","1","407145","0287054","1","E18000005","E19000001","E92000001","E12000005","7","E14000564","E15000005","E24000041","E30000169","E16000073","E05001193","06CNFS44","CNFS44","1","Q27","330","QD9","07CNFS","06CNFS","00CNFS","00CNHJ","E00046350","00CNFS","E99999999","E01009150","E02001885","5","2A2","5MX","E00175681","E01033620","E02006899","E43000250","E33019934","E38000144","E34005001","E35001166","A1","3C1",52.481364,-1.896222,"E37000012","","E23000014",9801
"B20 3HT","B20  3HT","B20 3HT","198001","","E99999999","E08000025","E05001179","0","407543","0290686","1","E18000005","E19000001","E92000001","E12000005","7","E14000564","E15000005","E24000041","E30000169","E16000073","E05001179","06CNFL07","CNFL07","1","Q27","330","QD9","07CNFL","06CNFL","00CNFL","00CNGT","E00045959","00CNFL","E99999999","E01009053","E02001859","5","7A1","5MX","E00045959","E01009053","E02001859","E43000250","E33020103","E38000144","E34005001","E35001166","A1","4B2",52.514010,-1.890280,"E37000012","","E23000014",1290
"B21 1BH","B21  1BH","B21 1BH","200712","200812","E99999999","E08000025","E05001195","1","405498","0289132","1","E18000005","E19000001","E92000001","E12000005","7","E14000566","E15000005","E24000041","E30000169","E16000073","E05001195","06CNGG11","CNGG11","1","Q27","330","QD9","07CNGG","06CNGG","00CNGG","00CNHL","E00047432","00CNGG","E99999999","E01009355","E02001865","5","7A1","5MX","E00047432","E01009355","E02001865","E43000250","E33020131","E38000144","E34005001","E35001166","A1","4B1",52.500064,-1.920439,"E37000012","","E23000014",1575
"B23 3FX","B23  3FX","B23 3FX","200711","","E99999999","E08000025","E05001186","1","410906","0291898","1","E18000005","E19000001","E92000001","E12000005","7","E14000561","E15000005","E24000041","E30000169","E16000117","E05001186","06CNFH24","CNFH24","1","Q27","330","QD9","07CNFH","06CNFH","00CNFH","00CNHB","E00045682","00CNFH","E99999999","E01009007","E02001849","5","7A2","5MY","E00045682","E01009007","E02001849","E43000250","E33020062","E38000012","E34005001","E35001166","A1","3D2",52.524850,-1.840686,"E37000012","","E23000014",2300
"B25 8DY","B25  8DY","B25 8DY","198001","","E99999999","E08000025","E05001206","1","411947","0284475","1","E18000005","E19000001","E92000001","E12000005","7","E14000568","E15000005","E24000041","E30000169","E16000117","E05001206","06CNFA23","CNFA23","1","Q27","330","QD9","07CNFA","06CNFA","00CNFA","00CNHY","E00045147","00CNFA","E99999999","E01008887","E02001904","5","7A2","5MY","E00045147","E01008887","E02001904","E43000250","E33018108","E38000012","E34005001","E35001166","A1","4A1",52.458096,-1.825606,"E37000012","","E23000014",3023
"B25 9BL","B25  9BL","B25 9BL","200701","200701","E99999999","E08000025","E05001206","1","411386","0284123","1","E18000005","E19000001","E92000001","E12000005","7","E14000568","E15000005","E24000041","E30000169","E16000117","E05001206","06CNFA25","CNFA25","1","Q27","330","QD9","07CNFA","06CNFA","00CNFA","00CNHY","E00045145","00CNFA","E99999999","E01008889","E02001904","5","7A1","5MY","E00045145","E01008889","E02001904","E43000250","E33018106","E38000012","E34005001","E35001166","A1","4B2",52.454944,-1.833874,"E37000012","","E23000014",3912
"B26 1RE","B26  1RE","B26 1RE","198001","","E99999999","E08000025","E05001204","0","413997","0285192","1","E18000005","E19000001","E92000001","E12000005","7","E14000568","E15000005","E24000041","E30000169","E16000117","E05001204","06CNGE04","CNGE04","1","Q27","330","QD9","07CNGE","06CNGE","00CNGE","00CNHW","E00047270","00CNGE","E99999999","E01009312","E02001898","5","5B2","5MY","E00047270","E01009312","E02001898","E43000250","E33020257","E38000012","E34005001","E35001166","A1","4A1",52.464494,-1.795407,"E37000012","","E23000014",14966
"B28 0RA","B28  0RA","B28 0RA","200206","","E99999999","E08000025","E05001187","0","410425","0279225","1","E18000005","E19000001","E92000001","E12000005","7","E14000562","E15000005","E24000041","E30000169","E16000064","E05001187","06CNFK41","CNFK41","1","Q27","330","QD9","07CNFK","06CNFK","00CNFK","00CNHC","E00045838","00CNFK","E99999999","E01009042","E02001940","5","6C1","5M1","E00045838","E01009042","E02006807","E43000250","E33023214","E38000012","E34005001","E35001166","A1","5A1",52.410930,-1.848167,"E37000012","","E23000014",15896
"B29 7JA","B29  7JA","B29 7JA","198001","","E99999999","E08000025","E05001202","0","405633","0282964","1","E18000005","E19000001","E92000001","E12000005","7","E14000567","E15000005","E24000041","E30000169","E16000064","E05001202","06CNGC21","CNGC21","1","Q27","330","QD9","07CNGC","06CNGC","00CNGC","00CNHT","E00047110","00CNGC","E99999999","E01009288","E02001926","5","2B2","5M1","E00047110","E01009288","E02001926","E43000250","E33020375","E38000013","E34005001","E35001166","A1","4C3",52.444613,-1.918553,"E37000012","","E23000014",14975
"B30 2TS","B30  2TS","B30 2TS","198001","","E99999999","E08000025","E05001183","0","406524","0281795","1","E18000005","E19000001","E92000001","E12000005","7","E14000567","E15000005","E24000041","E30000169","E16000064","E05001183","06CNFE17","CNFE17","1","Q27","330","QD9","07CNFE","06CNFE","00CNFE","00CNGY","E00045414","00CNFE","E99999999","E01008963","E02001933","5","7A2","5M1","E00045414","E01008963","E02001933","E43000250","E33020398","E38000012","E34005001","E35001166","A1","4A1",52.434094,-1.905467,"E37000012","","E23000014",6564
"B31 1DQ","B31  1DQ","B31 1DQ","198001","","E99999999","E08000025","E05001180","0","401023","0281348","1","E18000005","E19000001","E92000001","E12000005","7","E14000560","E15000005","E24000041","E30000169","E16000064","E05001180","06CNFC42","CNFC42","1","Q27","330","QD9","07CNFC","06CNFC","00CNFC","00CNGU","E00045267","00CNFC","E99999999","E01008929","E02001932","5","5C3","5M1","E00045267","E01008929","E02001932","E43000250","E33020394","E38000012","E34005001","E35001166","A1","7A3",52.430112,-1.986381,"E37000012","","E23000014",1168
"B31 2BL","B31  2BL","B31 2BL","198001","","E99999999","E08000025","E05001198","0","403051","0279848","1","E18000005","E19000001","E92000001","E12000005","7","E14000565","E15000005","E24000041","E30000169","E16000064","E05001198","06CNFX09","CNFX09","1","Q27","330","QD9","07CNFX","06CNFX","00CNFX","00CNHP","E00046730","00CNFX","E99999999","E01009218","E02001946","5","4B4","5M1","E00046730","E01009218","E02001946","E43000250","E33020439","E38000013","E34005001","E35001166","A1","6A1",52.416620,-1.956567,"E37000012","","E23000014",12235
"B37 6QD","B37  6QD","B37 6QD","198001","","E99999999","E08000029","E05001287","0","417825","0287808","1","E18000005","E19000001","E92000001","E12000005","7","E14000812","E15000005","E24000041","E30000169","E16000151","E05001287","06CTFE04","CTFE04","1","Q27","334","QEG","07CTFE","06CTFE","00CTFE","00CTFX","E00051264","00CTFE","E99999999","E01010139","E02002086","5","1B1","5D1","E00051264","E01010139","E02002086","E04000151","E33020987","E38000149","E34005001","E35001166","A1","8D2",52.487901,-1.738925,"E37000012","","E23000014",6769
"B38 0AJ","B38  0AJ","B38 0AJ","198203","","E99999999","E08000025","E05001191","0","405823","0278482","1","E18000005","E19000001","E92000001","E12000005","7","E14000565","E15000005","E24000041","E30000169","E16000064","E05001191","06CNFQ14","CNFQ14","1","Q27","330","QD9","07CNFQ","06CNFQ","00CNFQ","00CNHG","E00046244","00CNFQ","E99999999","E01009120","E02001949","5","5B2","5M1","E00046244","E01009120","E02001949","E43000250","E33020450","E38000013","E34005001","E35001166","A1","5B2",52.404317,-1.915834,"E37000012","","E23000014",7905
"B42 2SN","B42  2SN","B42 2SN","198001","200511","E99999999","E08000025","E05001200","0","407106","0292282","1","E18000005","E19000001","E92000001","E12000005","7","E14000566","E15000005","E24000041","E30000169","E16000073","E05001200","06CNFZ36","CNFZ36","1","Q27","330","QD9","07CNFZ","06CNFZ","00CNFZ","00CNHR","E00046855","00CNFZ","E99999999","E01009239","E02001859","5","7A3","5MW","E00046855","E01009239","E02001859","E43000250","E33018244","E38000144","E34005001","E35001166","A1","4A3",52.528364,-1.896686,"E37000012","","E23000014",6992
"B43 5JX","B43  5JX","B43 5JX","198001","","E99999999","E08000028","E05001271","0","403776","0293928","1","E18000005","E19000001","E92000001","E12000005","7","E14001029","E15000005","E24000040","E30000169","E16000116","E05001271","06CSFM03","CSFM03","1","Q27","333","QEE","07CSFM","06CSFM","00CSFM","00CSGN","E00050635","00CSFM","E99999999","E01010013","E02002054","5","6A2","5MJ","E00050635","E01010013","E02002054","E43000182","E33020852","E38000144","E34005001","E35000993","A1","6B1",52.543194,-1.945753,"E37000001","","E23000014",19945
"B43 6HD","B43  6HD","B43 6HD","198001","","E99999999","E08000028","E05001266","0","404579","0294901","1","E18000005","E19000001","E92000001","E12000005","7","E14001029","E15000005","E24000040","E30000169","E16000116","E05001266","06CSFG23","CSFG23","1","Q27","333","QEE","07CSFG","06CSFG","00CSFG","00CSGH","E00050462","00CSFG","E99999999","E01009974","E02002048","5","4D2","5MJ","E00050462","E01009974","E02002048","E43000182","E33020836","E38000144","E34005001","E35000993","A1","6A1",52.551935,-1.933900,"E37000001","","E23000014",19957
"B44 0HA","B44  0HA","B44 0HA","198001","200006","E99999999","E08000025","E05001192","0","408852","0293459","3","E18000005","E19000001","E92000001","E12000005","7","E14000561","E15000005","E24000041","E30000169","E16000117","E05001192","06CNFR36","CNFR36","1","Q27","330","QD9","07CNFR","06CNFR","00CNFR","00CNHH","E00046283","00CNFR","E99999999","E01009121","E02001840","5","1B1","5MW","E00046283","E01009121","E02001840","E43000250","E33020027","E38000012","E34005001","E35001166","A1","8D2",52.538920,-1.870919,"E37000012","","E23000014",4638
"B44 0XD","B44  0XD","B44 0XD","200112","200311","E99999999","E08000025","E05001192","1","408201","0293667","5","E18000005","E19000001","E92000001","E12000005","7","E14000561","E15000005","E24000041","E30000169","E16000117","E05001192","06CNFR23","CNFR23","1","Q27","330","QD9","07CNFR","06CNFR","00CNFR","00CNHH","E00046262","00CNFR","E99999999","E01009134","E02001837","5","7A2","5MW","E00046262","E01009134","E02001837","E43000250","E33020014","E38000012","E34005001","E35001166","A1","8D2",52.540800,-1.880512,"E37000012","","E23000014",980
"B44 9HN","B44  9HN","B44 9HN","198001","","E99999999","E08000025","E05001199","0","407533","0295134","1","E18000005","E19000001","E92000001","E12000005","7","E14000566","E15000005","E24000041","E30000169","E16000073","E05001199","06CNFY12","CNFY12","1","Q27","330","QD9","07CNFY","06CNFY","00CNFY","00CNHQ","E00046811","00CNFY","E99999999","E01009224","E02001834","5","6D2","5MW","E00046811","E01009224","E02001834","E43000250","E33020000","E38000012","E34005001","E35001166","A1","8D2",52.553997,-1.890328,"E37000012","","E23000014",12073
"B45 8BQ","B45  8BQ","B45 8BQ","199308","199501","E10000034","E07000234","E05009827","1","401600","0275500","8","E18000005","E19000001","E92000001","E12000005","7","E14000605","E15000005","E24000042","E30000169","E16000121","E05009827","25UBFB10","JSFB10","1","Q28","885","QEN","26JSFB","25UBFB","47UBFB","47UBGF","E00163955","47UBGF","E99999999","E01032144","E02006701","8","4B4","5MR","E00163955","E01032144","E02006701","E04010277","E33022861","E38000139","E34999999","E35999999","C1","6A4",52.377537,-1.977921,"E37000012","E37000038","E23000016",31629
"B45 8PJ","B45  8PJ","B45 8PJ","198001","","E10000034","E07000234","E05009833","0","400326","0275471","1","E18000005","E19000001","E92000001","E12000005","7","E14000605","E15000005","E24000042","E30000169","E16000121","E05009833","25UBFF02","JSFF02","1","Q28","885","QEN","26JSFF","25UBFF","47UBFF","47UBGF","E00163950","47UBGF","E99999999","E01032142","E02006701","5","4B2","5MR","E00163950","E01032142","E02006701","E04010268","E33022864","E38000139","E34005001","E35001166","C1","6A3",52.377278,-1.996636,"E37000012","E37000038","E23000016",28949
"B45 8SJ","B45  8SJ","B45 8SJ","198001","","E99999999","E08000025","E05001194","0","399947","0276960","1","E18000005","E19000001","E92000001","E12000005","7","E14000565","E15000005","E24000041","E30000169","E16000064","E05001194","06CNFT28","CNFT28","1","Q27","330","QD9","07CNFT","06CNFT","00CNFT","00CNHK","E00046473","00CNFT","E99999999","E01009171","E02001956","5","5B4","5M1","E00046473","E01009171","E02001956","E43000250","E33020472","E38000012","E34005001","E35001166","A1","8C3",52.390664,-2.002204,"E37000012","","E23000014",6433
"B47 5HH","B47  5HH","B47 5HH","198001","","E10000034","E07000234","E05009834","1","407851","0276487","1","E18000005","E19000001","E92000001","E12000005","7","E14000605","E15000005","E24000042","E30000169","E16000121","E05009834","25UBFG03","JSFG03","1","Q28","885","QEN","26JSFG","25UBFG","47UBFG","47UBGC","E00163911","47UBGC","E99999999","E01032134","E02006700","5","3C2","5MR","E00163911","E01032134","E02006700","E04010276","E33022855","E38000139","E34005001","E35001166","A1","1B2",52.386357,-1.886071,"E37000012","E37000038","E23000016",17315
"B47 5LB","B47  5LB","B47 5LB","198001","","E10000034","E07000234","E05009838","0","408213","0277273","1","E18000005","E19000001","E92000001","E12000005","7","E14000605","E15000005","E24000042","E30000169","E16000121","E05009838","25UBFG04","JSFG04","1","Q28","885","QEN","26JSFG","25UBFG","47UBFG","47UBGG","E00163962","47UBGG","E99999999","E01032147","E02006699","5","4B1","5MR","E00163962","E01032147","E02006699","E04010276","E33022853","E38000139","E34005001","E35001166","A1","6A3",52.393418,-1.880733,"E37000012","E37000038","E23000016",22148
"B47 6XA","B47  6XA","B47 6XA","200207","","E99999999","E08000025","E05001181","1","407502","0281065","1","E18000005","E19000001","E92000001","E12000005","7","E14000567","E15000005","E24000041","E30000169","E16000064","E05001181","06CNFF14","CNFF14","1","Q27","330","QD9","07CNFF","06CNFF","00CNFF","00CNGW","E00045526","00CNFF","E99999999","E01008968","E02001936","5","6D1","5M1","E00045526","E01008968","E02001936","E43000250","E33020410","E38000013","E34005001","E35001166","A1","4C1",52.427519,-1.891098,"E37000012","","E23000014",20627
"B6  7AZ","B6   7AZ","B6 7AZ","200106","200709","E99999999","E08000025","E05001179","1","407279","0288677","1","E18000005","E19000001","E92000001","E12000005","7","E14000564","E15000005","E24000041","E30000169","E16000073","E05001179","06CNFB42","CNFB42","1","Q27","330","QD9","07CNFB","06CNFB","00CNFB","00CNGT","E00045170","00CNFB","E99999999","E01008910","E02001876","5","7A2","5MX","E00045170","E01008910","E02001876","E43000250","E33018114","E38000144","E34005001","E35001166","A1","4B1",52.495953,-1.894214,"E37000012","","E23000014",668
"B61 9EX","B61  9EX","B61 9EX","198001","","E10000034","E07000238","E05007901","0","391713","0269599","1","E18000005","E19000001","E92000001","E12000005","7","E14000818","E15000005","E24000042","E30000289","E16000121","E05007901","25UJFF05","KAFF05","1","Q28","885","QEN","26KAFF","25UJFF","47UFFF","47UFGW","E00165023","47UFGW","E99999999","E01032354","E02006748","8","3C2","5MT","E00165023","E01032354","E02006748","E04010439","E33023063","E38000166","E34999999","E35999999","F1","1A2",52.324424,-2.123013,"E37000038","","E23000016",15118
"B65 8NW","B65  8NW","B65 8NW","200006","200101","E99999999","E08000028","E05001275","1","396323","0287640","6","E18000005","E19000001","E92000001","E12000005","7","E14000722","E15000005","E24000040","E30000202","E16000116","E05001275","06CSFR18","CSFR18","1","Q27","333","QEE","07CSFR","06CSFR","00CSFR","00CSGS","E00050779","00CSFR","E99999999","E01010039","E02002067","5","1B2","5MH","E00050779","E01010039","E02002067","E43000182","E33020913","E38000144","E34005001","E35000574","A1","8D2",52.486665,-2.055578,"E37000001","","E23000014",3263
"B66 1NL","B66  1NL","B66 1NL","198001","200401","E99999999","E08000028","E05001276","0","400312","0289418","1","E18000005","E19000001","E92000001","E12000005","7","E14001016","E15000005","E24000040","E30000202","E16000116","E05001276","06CSFS03","CSFS03","1","Q27","333","QEE","07CSFS","06CSFS","00CSFS","00CSGT","E00050831","00CSFS","E99999999","E01010053","E02002065","5","7A1","5MG","E00050831","E01010053","E02002065","E43000182","E33018513","E38000144","E34005001","E35000380","A1","4B2",52.502662,-1.996833,"E37000001","","E23000014",1670
"B66 3TQ","B66  3TQ","B66 3TQ","199301","199412","E99999999","E08000028","E05001278","1","403100","0288100","8","E18000005","E19000001","E92000001","E12000005","7","E14001016","E15000005","E24000040","E30000169","E16000116","E05001278","06CSFU14","CSFU14","1","Q27","333","QEE","07CSFU","06CSFU","00CSFU","00CSGW","E00050885","00CSFU","E99999999","E01010063","E02002068","5","7A2","5MG","E00050885","E01010063","E02002068","E43000182","E33020917","E38000144","E34005001","E35000380","A1","4B1",52.490805,-1.955773,"E37000001","","E23000014",394
"B67 9EN","B67  9EN","B67 9EN","200905","201106","E99999999","E08000028","E05001277","1","402010","0288587","1","E18000005","E19000001","E92000001","E12000005","7","E14001016","E15000005","E24000040","E30000169","E16000116","E05001277","06CSFT01","CSFT01","1","Q27","333","QEE","07CSFT","06CSFT","00CSFT","00CSGU","E00050849","00CSFT","E99999999","E01010054","E02002070","5","7B1","5MG","E00050849","E01010054","E02002070","E43000182","E33020925","E38000144","E34005001","E35000380","A1","4B1",52.495188,-1.971824,"E37000001","","E23000014",746
"B70 7BP","B70  7BP","B70 7BP","198001","201411","E99999999","E08000028","E05001268","0","400621","0290567","1","E18000005","E19000001","E92000001","E12000005","7","E14001029","E15000005","E24000040","E30000202","E16000116","E05001268","06CSFJ20","CSFJ20","1","Q27","333","QEE","07CSFJ","06CSFJ","00CSFJ","00CSGK","E00050518","00CSFJ","E99999999","E01009988","E02002062","5","5B4","5MJ","E00050518","E01009988","E02002062","E43000182","E33018474","E38000144","E34005001","E35001491","A1","4A1",52.512991,-1.992279,"E37000001","","E23000014",2269
